hotel_name,location,country,description,amenities,rating,contact,website_url,source_url,latitude,longitude
Methodist Guest House,Nairobi,Kenya,"Methodist Guest House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/423572170,-1.2910554,36.7767658
Methodist Resort and Conference Centre,Nairobi,Kenya,"Methodist Resort and Conference Centre is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/423572171,-1.2905772,36.7765596
Golden Tulip Westlands Nairobi Hotel,Nairobi,Kenya,"Golden Tulip Westlands Nairobi Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/459762186,-1.2697402,36.8111601
Crowne Plaza Nairobi Airport,Nairobi,Kenya,Crowne Plaza Nairobi Airport Hotel is your first destination in Nairobi whether you’re a business traveler; in transit; an airline crew or even if you’re here on holiday. We are just 3 minutes away from the airport terminus.,internet_access,Not listed,+254 709 222444;+254 20 709222444,https://www.ihg.com/crowneplaza/hotels/gb/en/nairobi/nboir/hoteldetail;https://www.ihg.com/crowneplaza/hotels/us/en/nairobi/nboir/hoteldetail,https://www.openstreetmap.org/way/464100054,-1.3408879,36.9129705
Harkness Cottage & Hotel,Nairobi,Kenya,"Harkness Cottage & Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/475767027,-1.3439003,36.7063416
Clarence House Hotel,Nairobi,Kenya,"Clarence House Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/523784192,-1.2582289,36.7944026
Muthaiga Golf Club,Nairobi,Kenya,"Muthaiga Golf Club is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/524758040,-1.2570326,36.842531
PrideInn Azure,Nairobi,Kenya,"PrideInn Azure is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/553077556,-1.2667208,36.798682
Evergreen Homestay Kileleshwa,Nairobi,Kenya,"Evergreen Homestay Kileleshwa is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/553083904,-1.2815222,36.7799973
Westend Hotel,Nairobi,Kenya,"Westend Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/553218876,-1.2575092,36.7989668
Hogwarts,Nairobi,Kenya,"Hogwarts is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/553224087,-1.2414371,36.7839574
Mayweather Suites,Nairobi,Kenya,"Mayweather Suites is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/553671348,-1.2058982,36.7775761
Deka Hotel,Nairobi,Kenya,"Deka Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/554019639,-1.2772813,36.8281443
Ekenywa House,Nairobi,Kenya,"Ekenywa House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/554225169,-1.2930396,36.7717977
Camellia Guest House Nairobi,Nairobi,Kenya,"Camellia Guest House Nairobi is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/554659748,-1.2244462,36.8146573
Villa Leone Guest House,Nairobi,Kenya,"Villa Leone Guest House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/554659750,-1.2255684,36.8149785
Le Papillon,Nairobi,Kenya,"Le Papillon is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/554659756,-1.231863,36.8106042
215 Karen Garden,Nairobi,Kenya,"215 Karen Garden is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/555176461,-1.3240958,36.7313649
Karen Gables,Nairobi,Kenya,"Karen Gables is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/555186310,-1.3450799,36.7022162
Heart Lodge,Nairobi,Kenya,"Heart Lodge is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/555599411,-1.2249463,36.8410389
The Weston Hotel,Nairobi,Kenya,"The Weston Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/557008941,-1.3157135,36.8134855
Hillpark Hotels,Nairobi,Kenya,"Hillpark Hotels is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/557709563,-1.3002873,36.8203835
Capital Heights Hotel Nairobi,Nairobi,Kenya,"Capital Heights Hotel Nairobi is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/557709569,-1.3041421,36.810549
DoubleTree by Hilton Nairobi Hurlingham,Nairobi,Kenya,"DoubleTree by Hilton Nairobi Hurlingham is an accommodation option in Nairobi, Kenya.","internet_access, swimming_pool",4,+254-709090000,https://www.hilton.com/en/hotels/nbohudi-doubletree-nairobi-hurlingham/,https://www.openstreetmap.org/way/557910694,-1.3011143,36.7845259
Harlequin Suites Hotel,Nairobi,Kenya,"Harlequin Suites Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/561265437,-1.3024759,36.7735621
Lenox Park,Nairobi,Kenya,"Lenox Park is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/561480218,-1.2974739,36.7869156
Waridi Paradise Hotel and Suites,Nairobi,Kenya,"Waridi Paradise Hotel and Suites is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/561510599,-1.2949737,36.7949881
The Monarch Boutique Hotel,Nairobi,Kenya,"The Monarch Boutique Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,+254203860777,https://themonarchboutiquehotel.com/,https://www.openstreetmap.org/way/561510609,-1.2963423,36.7952265
Highlands Suites,Nairobi,Kenya,"Highlands Suites is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/561510625,-1.2952816,36.7906149
Gracehouse Resort Ltd,Nairobi,Kenya,"Gracehouse Resort Ltd is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/561521484,-1.293872,36.7877086
O'Sinkirri,Nairobi,Kenya,"O'Sinkirri is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/564750996,-1.2880441,36.7861279
Desmond Tutu Conference Centre,Nairobi,Kenya,"Desmond Tutu Conference Centre is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/564775726,-1.260134,36.786682
Jupiter Guest House,Nairobi,Kenya,"Jupiter Guest House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/565346753,-1.2680442,36.8106632
Four Points by Sheraton,Nairobi,Kenya,"Four Points by Sheraton is an accommodation option in Nairobi, Kenya.",internet_access,Not listed,+254 70 976 0000,https://four-points.marriott.com/,https://www.openstreetmap.org/way/565698571,-1.3409778,36.9172302
Amazing Waterfall Apartment,Nairobi,Kenya,"Amazing Waterfall Apartment is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/566699790,-1.2770691,36.8083185
Mayhouse 680 Hotel,Nairobi,Kenya,"Mayhouse 680 Hotel is an accommodation option in Nairobi, Kenya.","bar, internet_access",Not listed,+254 722 207361,https://sentrim-hotels.com/,https://www.openstreetmap.org/way/566704071,-1.2855184,36.8204689
Ibis Styles,Nairobi,Kenya,"Ibis Styles is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,https://www.ibisstylesnairobi.com/,https://www.openstreetmap.org/way/570923751,-1.265495,36.7985859
Kenya Continetal Hotel,Nairobi,Kenya,"Kenya Continetal Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/570923754,-1.266117,36.7980629
Hyatt House Nairobi Westlands,Nairobi,Kenya,"Hyatt House Nairobi Westlands is an accommodation option in Nairobi, Kenya.","air_conditioning, bar, internet_access, wheelchair",5,+254 709785000,https://www.hyatt.com/hyatt-house/en-US/nboxn-hyatt-house-nairobi-westlands,https://www.openstreetmap.org/way/577399829,-1.2601298,36.8029387
Tipuana Apartments,Nairobi,Kenya,"Tipuana Apartments is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/583752533,-1.2553037,36.7871787
Cerenata Gardens Suites,Nairobi,Kenya,"Cerenata Gardens Suites is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/583752538,-1.2558752,36.7895322
717 Brookside Drive,Nairobi,Kenya,"717 Brookside Drive is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/583752933,-1.2563978,36.7867806
Qaribu Inn,Nairobi,Kenya,"Qaribu Inn is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/583755302,-1.2636856,36.742975
Tamarind Tree Hotel Nairobi,Nairobi,Kenya,"Tamarind Tree Hotel Nairobi is an accommodation option in Nairobi, Kenya.","air_conditioning, bar, internet_access, swimming_pool, wheelchair",Not listed,,,https://www.openstreetmap.org/way/612004607,-1.3285984,36.8033515
Hartfield Hotel Karen,Nairobi,Kenya,"Hartfield Hotel Karen is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/655583159,-1.3167712,36.7105457
Country House Inn-Karen,Nairobi,Kenya,"Country House Inn-Karen is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/655583165,-1.3208523,36.709916
MashPark Hotel,Nairobi,Kenya,"MashPark Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/659950851,-1.3019792,36.7746067
Diplomat Villas,Nairobi,Kenya,"Diplomat Villas is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/659960321,-1.2941545,36.7658184
Sports View Hotel,Nairobi,Kenya,"Sports View Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/667417184,-1.2235603,36.8999509
Embassy,Nairobi,Kenya,"Embassy is an accommodation option in Nairobi, Kenya.",wheelchair,Not listed,,,https://www.openstreetmap.org/way/697756756,-1.2833908,36.8190343
NanChang Hotel,Nairobi,Kenya,"NanChang Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/746482107,-1.2665881,36.8066051
La Maison Royale,Nairobi,Kenya,"La Maison Royale is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/879516157,-1.3232619,36.8303478
The Social House Nairobi,Nairobi,Kenya,"The Social House Nairobi is an accommodation option in Nairobi, Kenya.",wheelchair,Not listed,,,https://www.openstreetmap.org/way/880926309,-1.28072,36.7681168
Jessy Green Hostel,Nairobi,Kenya,"Jessy Green Hostel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/882837864,-1.205931,36.8879892
The Treat Hotel,Nairobi,Kenya,"The Treat Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/882870400,-1.2054104,36.8868224
Mirema Hotel,Nairobi,Kenya,"Mirema Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/883221674,-1.2115423,36.8895637
"Radisson Blu Hotel & Residence, Nairobi Arboretum",Nairobi,Kenya,"Radisson Blu Hotel & Residence, Nairobi Arboretum is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/899339912,-1.2781699,36.8044261
Western Heights,Nairobi,Kenya,"Western Heights is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/962161280,-1.2596069,36.8009371
Godials Bed & Breakfast,Nairobi,Kenya,"Godials Bed & Breakfast is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/1057979588,-1.2897118,36.7833558
Sunstar Hotel,Nairobi,Kenya,"Sunstar Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,+254 726 460272,,https://www.openstreetmap.org/way/1074721932,-1.2343669,36.867593
The Hamptons Serviced Apartments,Nairobi,Kenya,"The Hamptons Serviced Apartments is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/1087444298,-1.2949694,36.7752463
Lalibela Furnished Apartment,Nairobi,Kenya,"Lalibela Furnished Apartment is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/1088119378,-1.2933884,36.7863423
Destiny Drive Hostel,Nairobi,Kenya,"Destiny Drive Hostel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/1088448987,-1.294347,36.7904976
Cawaal Guest House & Restaurant,Nairobi,Kenya,"Cawaal Guest House & Restaurant is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/1088482314,-1.2956671,36.8001318
Hob House,Nairobi,Kenya,"Hob House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,+254 702 076 969,https://hobhouse.co,https://www.openstreetmap.org/way/1133549064,-1.2256163,36.7686968
Boulevard,Nairobi,Kenya,"Boulevard is an accommodation option in Nairobi, Kenya.","air_conditioning, internet_access",Not listed,+254 722 200 755,https://hotelboulevard.co.ke/,https://www.openstreetmap.org/way/1163033936,-1.2749651,36.8133937
Pullman Nairobi Upper Hill,Nairobi,Kenya,"Pullman Nairobi Upper Hill is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,+254 719 096000,https://all.accor.com/,https://www.openstreetmap.org/way/1189984121,-1.3002489,36.8153081
Hyatt Regency Nairobi Westlands,Nairobi,Kenya,5-star hotel in Nairobi,"air_conditioning, bar, internet_access",5,+254 20 3631234,https://www.hyatt.com/hyatt-regency/en-US/nborn-hyatt-regency-nairobi-westlands,https://www.openstreetmap.org/way/1190876726,-1.2675417,36.808103
Kigwa Conference,Nairobi,Kenya,"Kigwa Conference is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/1288431254,-1.2150051,36.8338709
Classic Villa Resort,Nairobi,Kenya,"Classic Villa Resort is an accommodation option in Nairobi, Kenya.",internet_access,Not listed,,,https://www.openstreetmap.org/way/1394472665,-1.2386976,36.72453
Fairview Hotel,Nairobi,Kenya,"Fairview Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/1421612046,-1.2917226,36.8099683
Hyatt Place Nairobi Westlands,Nairobi,Kenya,"Hyatt Place Nairobi Westlands is an accommodation option in Nairobi, Kenya.","air_conditioning, bar, internet_access, wheelchair",Not listed,+254 709785000,https://www.hyatt.com/hyatt-place/en-US/nbozn-hyatt-place-nairobi-westlands,https://www.openstreetmap.org/way/1430291842,-1.2603281,36.802751
Comfy Inn Eldoret,Eldoret,Kenya,"Comfy Inn Eldoret is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2665775256,0.5160463,35.2775288
Moi University Hostels,Eldoret,Kenya,"Moi University Hostels is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2667363565,0.5128338,35.2811878
New Miyako Hotel,Eldoret,Kenya,"New Miyako Hotel is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2667421915,0.5184549,35.2718145
White Castle Hotel,Eldoret,Kenya,"White Castle Hotel is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2667455140,0.5183484,35.2734132
The Pearl Hotel,Eldoret,Kenya,"The Pearl Hotel is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2983360569,0.5123641,35.2992354
Poa Place Resort,Eldoret,Kenya,"Poa Place Resort is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,+254 703129990,https://poaplace.co.ke/,https://www.openstreetmap.org/node/3917982539,0.5069882,35.3017128
Mountain View Hotel,Eldoret,Kenya,"Mountain View Hotel is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4549350043,0.5193482,35.2700117
IU Houseeldoret,Eldoret,Kenya,"IU Houseeldoret is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5504161222,0.5068439,35.2866518
"Monaco Lounge ""N"" Grill",Eldoret,Kenya,"Monaco Lounge ""N"" Grill is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6147457914,0.5604807,35.2419849
Nomads Cafe Bar And Accomodation,Eldoret,Kenya,"Nomads Cafe Bar And Accomodation is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6147580897,0.5513783,35.2448937
Nyathiru Motel,Eldoret,Kenya,"Nyathiru Motel is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6147580913,0.5358103,35.2466576
Mombasa Raha Hotel,Eldoret,Kenya,"Mombasa Raha Hotel is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149305089,0.5195561,35.2671726
Asis Hotel,Eldoret,Kenya,"Asis Hotel is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149305098,0.5177904,35.2689661
Winstar Hotel,Eldoret,Kenya,"Winstar Hotel is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149305099,0.5177387,35.270562
Hotel Baron,Eldoret,Kenya,"Hotel Baron is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149305100,0.5177972,35.2710744
Trail Blazers Club,Eldoret,Kenya,"Trail Blazers Club is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149305108,0.5240232,35.2756549
Newtonia Suites Guesthouse,Eldoret,Kenya,"Newtonia Suites Guesthouse is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149305110,0.5220639,35.2793135
White Highlands Inn,Eldoret,Kenya,"White Highlands Inn is an accommodation option in Eldoret, Kenya.",internet_access,Not listed,,,https://www.openstreetmap.org/node/6149305111,0.520758,35.2792528
Cicada Hotel,Eldoret,Kenya,"Cicada Hotel is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149305114,0.5197132,35.2759848
Moons Bed & Breakfast,Eldoret,Kenya,"Moons Bed & Breakfast is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149443722,0.5187246,35.2719051
Ndupawa Prestige Hotel,Eldoret,Kenya,"Ndupawa Prestige Hotel is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149443723,0.5179213,35.2719739
Eldo Bliss Hotel,Eldoret,Kenya,"Eldo Bliss Hotel is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149443724,0.5174595,35.2719
Maya Hotel,Eldoret,Kenya,"Maya Hotel is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149443772,0.4900739,35.2681025
Jumbo Hotel,Eldoret,Kenya,"Jumbo Hotel is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149572927,0.4764508,35.2639062
Ndupawa Prestige Platinum Resort,Eldoret,Kenya,"Ndupawa Prestige Platinum Resort is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149572929,0.4769982,35.2619298
Starbucks Hotel Eldoret,Eldoret,Kenya,"Starbucks Hotel Eldoret is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149572932,0.4743323,35.2613042
Relax Inn,Eldoret,Kenya,"Relax Inn is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149572933,0.4747873,35.2623137
Boma Inn Eldoret,Eldoret,Kenya,"Boma Inn Eldoret is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149572938,0.5048069,35.2838668
Gracemont guesthouse,Eldoret,Kenya,"Gracemont guesthouse is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149572939,0.5044652,35.2822493
Big Five Motel,Eldoret,Kenya,"Big Five Motel is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149572943,0.5087465,35.2908555
Pinetree Gardens,Eldoret,Kenya,"Pinetree Gardens is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149572944,0.5083616,35.2932557
Salient Guest House,Eldoret,Kenya,"Salient Guest House is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149572975,0.5134759,35.2994954
The Noble Conference Centre,Eldoret,Kenya,"The Noble Conference Centre is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149572976,0.5113266,35.2989072
Eldoret Adventist Guest House,Eldoret,Kenya,"Eldoret Adventist Guest House is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149579390,0.4965606,35.3028357
Accacia Hostels,Eldoret,Kenya,"Accacia Hostels is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149579394,0.4933609,35.303573
The Grand Miarmir,Eldoret,Kenya,"The Grand Miarmir is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149634445,0.4749504,35.2977159
Kenmosa Gardens,Eldoret,Kenya,"Kenmosa Gardens is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149634449,0.4607329,35.2971486
Royalton hotel,Eldoret,Kenya,"Royalton hotel is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6149634450,0.4570257,35.2960034
Executive Guest House,Eldoret,Kenya,"Executive Guest House is an accommodation option in Eldoret, Kenya.",internet_access,Not listed,,,https://www.openstreetmap.org/node/6293943589,0.5192563,35.2683036
Riverside hotel,Eldoret,Kenya,"Riverside hotel is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6501829585,0.5107266,35.2753184
Eldoret Country Lodge,Eldoret,Kenya,"Eldoret Country Lodge is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6924667891,0.4806329,35.3027861
Hotel goshen,Eldoret,Kenya,"Hotel goshen is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6924667893,0.5197039,35.2756616
Greenwoods Resort,Eldoret,Kenya,"Greenwoods Resort is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/7193028941,0.4181781,35.3072278
Sysy's Resort,Eldoret,Kenya,"Sysy's Resort is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/7193028942,0.4799122,35.2958209
Palace De Villa,Eldoret,Kenya,"Palace De Villa is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/7200435566,0.5038733,35.2882349
Eka Hotel,Eldoret,Kenya,"Eka Hotel is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/8478043017,0.5139549,35.2905786
Action Guest House,Eldoret,Kenya,"Action Guest House is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/10157177741,0.5352896,35.2897387
Sirikwa Hotel,Eldoret,Kenya,"Sirikwa Hotel is an accommodation option in Eldoret, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/179573269,0.5205936,35.2754767
Blue Marlin,Malindi,Kenya,"Blue Marlin is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1315243443,-3.2111208,40.1181324
Dorado cottage,Malindi,Kenya,"Dorado cottage is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1329652048,-3.249962,40.1265238
Ocean Beach Resort,Malindi,Kenya,"Ocean Beach Resort is an accommodation option in Malindi, Kenya.",Not listed,5,,,https://www.openstreetmap.org/node/4499372118,-3.1914002,40.1214849
Woburn Residence Club,Malindi,Kenya,"Woburn Residence Club is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4499372119,-3.1966368,40.1162195
Pavillion,Malindi,Kenya,"Pavillion is an accommodation option in Malindi, Kenya.",Not listed,Not listed,+254 0702547734,,https://www.openstreetmap.org/node/4499372142,-3.2186749,40.1254554
Gilani's Hotel,Malindi,Kenya,"Gilani's Hotel is an accommodation option in Malindi, Kenya.",Not listed,Not listed,0722646872,,https://www.openstreetmap.org/node/4579356591,-3.217017,40.1234185
Tana Guesthouse,Malindi,Kenya,"Tana Guesthouse is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4663564595,-3.2174324,40.1207499
Driftwood Beach Club,Malindi,Kenya,"Driftwood Beach Club is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5736447665,-3.2361354,40.1272585
Moriema Cottages,Malindi,Kenya,"Moriema Cottages is an accommodation option in Malindi, Kenya.",Not listed,Not listed,+254 725 419425,,https://www.openstreetmap.org/node/5764091160,-3.2063776,40.1135161
Young Safari,Malindi,Kenya,"Young Safari is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6015115787,-3.2169578,40.1204839
Villa Albachiara,Malindi,Kenya,"Villa Albachiara is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6028864285,-3.2386577,40.1217819
White Elephant Sea,Malindi,Kenya,"White Elephant Sea is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6792686442,-3.2468275,40.1263008
Rosada Restaurant,Malindi,Kenya,"Rosada Restaurant is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6792686445,-3.2437654,40.1247557
Eden House,Malindi,Kenya,"Eden House is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6792686446,-3.2417105,40.1229609
Beverly Key Suites,Malindi,Kenya,"Beverly Key Suites is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6792686448,-3.2310996,40.1264416
Star Dust,Malindi,Kenya,"Star Dust is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6793044098,-3.2093418,40.1167498
Double Heart Resort,Malindi,Kenya,"Double Heart Resort is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6793044105,-3.2030413,40.1146385
Sai Eden Roc,Malindi,Kenya,"Sai Eden Roc is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6793044107,-3.2029527,40.1170196
